id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status,category,sub_sector
1511,Construction d'un module de salles de classe à L'EPP Sinaourarou,Autre,SINAOURAROU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
1508,Construction d'un module de salles de classe au ceg 2 de Péhunco,Autre,PÉHUNCO II,5000000,p,N,Education,Salles de classes pour les collèges et lycées
88,Construction d'un module de salles de classes à EPP Sobitè,Autre,SOBITÈ,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
380,Construction d'un module de six classes+Bureau -Magasin plus mobiliers à l'EPP  Gnelkiradjè plus point d'eau+Cantine scolaire,Autre,GNELKIRADJÉ,5000000,p,N,Accès à l'eau,Forage simple
2224,Construction d’un module de soins et direction en plus clôture au profit de la communauté,Autre,DJAKPINGOU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2670,Constructiond'unmoduledetrois(03)sallesdeclassesbureau-magasinet mobiliers plus un bloc de latrines à quatre (04) cabines à l'EPP Ada kpanè,Autre,ADA-KPANÉ,5000000,p,N,Education,Bureau d'école primaire
2219,Construction d'un module de trois classes au profit de l’école maternelle,Autre,MORWATCHOHI,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
342,Construction d’un module de trois salle de classes avec un bureau et magasin +mobilier et lampadaires,Autre,WONKO DERASSI,5000000,p,N,Education,Bureau d'école primaire
2344,Construction d'un module de trois salles de classe,Autre,CAMP-ADAGBÈ,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2544,Construction d’un module de trois salles de classe,Autre,KOUMONTCHIRGOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
863,Construction d’un module de trois salles de classe plus bureau magasin,Autre,CHEIN-TASSO,5000000,p,N,Education,Bureau d'école primaire
619,Construction d'un module de trois salles de classe plus bureau magasin avec bloc de latrines à quatre cabines+mobiliers+panneaux solaires photovoltaïques à l'école primaire,Autre,TASSO,5000000,p,N,Education,Bureau d'école primaire
828,Construction d’un module de trois salles de classe plus bureau magasin avec un bloc de latrines à quatre cabines,Autre,WÉKÉTÈRÈ,5000000,p,N,Education,Bureau d'école primaire
2210,Construction d'un module de trois salles de classes au profit de L’EPP/GA de Founga,Autre,FOUNGA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
126,Construction d’un module de trois salles de classes + bureau magasin à l’EPP de Igbèrè,Autre,IGBÈRÈ,5000000,p,N,Education,Bureau d'école primaire
598,Construction d'un module de trois salles de classes plus bureau magasin avec un bloc de latrines à quatre cabines,Autre,GANDO-ALAFIAROU,5000000,p,N,Education,Bureau d'école primaire
2008,Construction d'un ouvrage d'eau potable,Autre,GBÉNIKI,5000000,p,N,Accès à l'eau,Forage simple
2503,Construction d'un ouvrage de drainage d'eau de ruissellement,Autre,GUILMARO-SINAKPAGOUROU,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2498,Construction d'un ouvrage de drainage d'eau de ruissellement (caniveaux),Autre,GUILMARO-BOUNKOSSOROU,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1541,Construction d’un ouvrage de franchissement,Autre,GNAMPOLI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1547,Construction d’un ouvrage de franchissement,Autre,KAOBAGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2506,Construction d'un ouvrage de franchissement dans le village de SINAKPAGOUROU,Autre,GUILMARO-SINAKPAGOUROU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2536,Construction d’un parc de vaccination,Autre,KOUTAGOU,5000000,p,N,Production animale,Parc de vaccination
2546,Construction d’un parc de vaccination,Autre,KOUMONTCHIRGOU,5000000,p,N,Production animale,Parc de vaccination
2403,Construction d'un parc de vaccination et acquisition de produit vétérinaire au  profit de kompanti,Autre,KOMPANTI,5000000,p,N,Production animale,Parc de vaccination
2296,Construction d'un parc de vaccination pour les bœufs,Autre,BADÉKPAROU,5000000,p,N,Production animale,Parc de vaccination
2683,Construction d'un point d’eau agro-pastorale  multi - fonctionnel à Gabssi peulh,Autre,GBASSI,5000000,p,N,Production animale,Aménagement
243,Construction d’un pont,Autre,BAPARAPÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
501,Construction du pont de Boussia et aménagement de la piste Gamia Boussia,Autre,GANRO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
608,Construction du pont wokè de fodarou,Autre,GAN -GBÉROU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1491,"Construction et équipement de parcs de vaccination sur le site de sédentarisation des éleveurs sis à Nassou au profit des éleveurs de Nassou, Somparérou Gah, Bouérou, Sinaourarou Gah et environs",Autre,SOMPARÉROU-GAH,5000000,p,N,Production animale,Parc de vaccination
115,Construction et équipement du centre de santé de Assodè,Autre,ASSODÈ,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2443,Construction et équipement du centre de santé de Dôh,Autre,DÔH,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1653,Construction et équipement d'un bâtiment pour la maternité au centre de santé de Nata case,Autre,KOUDOGOU,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
1998,"Construction et équipement d'un dispensaire plus latrines, salle d'hospitalisation, douches, lampadaires solaires",Autre,BOUYÉROU,5000000,p,N,Santé,Dispensaire isolé
2665,Construction et equipement d'une pharmacie,Autre,TOUKOUNTOUNA,5000000,p,N,Santé,Dispensaire isolé
1446,Construction et équipement d'une salle d'accouchement au profit du CS Piami,Autre,PIAMI,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
1010,Construction et équipement d'une salle d'hospitalisation à monsey,Autre,MACHAYAN-MARCHÉ,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
1013,Construction et equipement d'une salle d'hospitalisation au CS  monsey,Autre,MONSEY,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2446,Construction et équipement d'un module de 3 salles de classes + Bureau à l'EPP/Sayakrou,Autre,SAYAKROU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2435,"Construction et équipement d'un module de trois salles, toilettes et magasin de cuisine",Autre,SAMTIMBARA,5000000,p,N,Infrastructure marchande,Magasin de stockage
982,Construction et équipements de salle d'hospitalisation,Autre,BIRNI LAFIA,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
984,Construction et équipements d'un centre de santé,Autre,TONDOOBON,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1399,Construction et équipements d'une maternité à l'hôpital de dodopanè,Autre,DODOPANIN,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
946,Construction et équipements d'un module de deux salles de classe pour la maternelle,Autre,KINNOU-KPAROU,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
32,Constructions de la route,Autre,YAKABISSI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2165,Construire cinq forages pour améliorer l’accès à l’eau potable à tous les ménages,Autre,TCHINGAYARÉ,5000000,p,N,Accès à l'eau,Forage simple
2150,Construire des forages (06),Autre,ATCHANKPA-KOLAH,5000000,p,N,Accès à l'eau,Forage simple
1165,Construire et équiper un dépôt pharmaceutique,Autre,SOROKO YOROUNON,5000000,p,N,Santé,Dispensaire isolé
1147,Construire et équiper un poste communautaire de santé,Autre,BANGOU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
2156,Construire les forage pour améliorer l’accès à l’eau potable à tous les ménages,Autre,KOUBLY,5000000,p,N,Accès à l'eau,Forage simple
2145,Construire les forages pour améliorer l’accès à l’eau potable à tous les ménages,Autre,AGBANDARÈ,5000000,p,N,Accès à l'eau,Forage simple
2198,"Construire les forages pour améliorer l'accès à l'eau potable à tous les ménages, aménagement des rues d'accès aux ménages, construction de magasin de stockage, électrification publique, construction de latrines publiques",Autre,BAPARAPÉÏ,5000000,p,N,Accès à l'eau,Forage simple
2166,Construire les latrines publiques pour lutter contre l’insalubrité due à la défécation à l’air libre,Autre,TCHINGAYARÉ,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2146,Construire les latrines publiques pour lutter contre l’insalubrité due à la défécation à l’air libre,Autre,AGBANDARÈ,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2163,Construire les latrines publiques pour lutter contre l’insalubrité due à la défécation à l’air libre,Autre,OURAMARÉ,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2723,construire  les latrines publiques pour lutter contre l'insalubrité due à la  la défécation à l'aire libre,Autre,TCHITCHAKOU,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1144,Construire un centre de santé communautaire,Autre,FIAFOUNFOUN,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1183,Construire un centre de santé communautaire,Autre,SOUDOU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1152,Construire un collège d'enseignement secondaire,Autre,GOUN-GOUN,5000000,p,N,Education,Salles de classes pour les collèges et lycées
2152,Construire une maison des jeunes,Autre,ATCHANKPA-KOLAH,5000000,p,N,Sport et loisirs,Infrastructure
1151,Construire une salle d'hospitalisation au dispensaire de Goungoun,Autre,GOUN-GOUN,5000000,p,N,Santé,Dispensaire isolé
2093,Construire un module de salle de classe à l'école maternelle de assaradè,Autre,ASSARADÈ,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2027,Construire un ouvrage d'eau potable,Autre,SÈTRAH,5000000,p,N,Accès à l'eau,Forage simple
1138,Construire un poste communautaire de santé,Autre,MOKOLLÉ,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
875,"Contribution à l'amélioration de l'accès aux voie à travers la réhabilitation des voies suivantes : la von du goudron CLCAM-Azia Yéyé, la von Azia Yéyé - ancienne banque NSIA ATC BEKO",Autre,BAKINKOURA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2315,"Contribution  à l’amélioration de l’accès aux voies à travers la réhabilitation  des vons suivantes : von Sokodouro-collecteur, von MAMA Fari – Hibiscus, von de BUBEDRA-buvette 226- marché dépôt et von de l’ancien Président Hubert MAGA",Autre,KPÉBIÉ DE PARAKOU1,5000000,p,N,Infrastructure marchande,Hangar de marché
1053,"Contruction du niveau d'équipements du centre de santé de Banitè,rabilitation du centre de santé et acquisition des équipements mobiliers",Autre,BANITÈ-KOUBÉRI,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2018,Couloir de passage des animaux et retenue d'eau,Autre,KOUBORO,5000000,p,N,Production animale,Aménagement
2022,Couloir de passage des animaux et retenue d'eau,Autre,TAMANDÉ,5000000,p,N,Production animale,Aménagement
225,Création des couloirs de passage au profit des animaux,Autre,BASSILA BAKABAKA,5000000,p,N,Production animale,Aménagement
763,Création d'un barrage de grande capacité à Waga,Autre,KALALÉ-PEULH,5000000,p,N,Production végétale,Aménagement
221,Création d'un dépotoir pour les déchets au profit du quartier de baka baka,Autre,BASSILA BAKABAKA,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1995,Création d'une école à lawa,Autre,GNEL-BOUCATOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
758,Création d'une école primaire publique plus équiment,Autre,GOUDÉMA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
1546,Création d’un espace de pâturage,Autre,KAOBAGOU,5000000,p,N,Production animale,Aménagement
2281,Création d'un terrain de foot,Autre,GAMIA-OUEST,5000000,p,N,Sport et loisirs,Terrain de football
2028,"Créer des couloirs de passage des animaux, création des aires de pâturages",Autre,SÈTRAH,5000000,p,N,Production animale,Aménagement
1172,Créer et construire un centre de santé communautaire,Autre,MÉKROU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1177,Créer et construire une école primaire,Autre,SOROKO GAH,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2531,Créer un couloir de passage des animaux,Autre,AGBONTÊ,5000000,p,N,Production animale,Aménagement
854,Curage et aménagement du barrage,Autre,MARO,5000000,p,N,Production végétale,Aménagement
2487,Decotiqueuse,Autre,KOUANTIÉNI,5000000,p,N,Transformation,Equipement
1775,DÉFICIT EN ÉLECTRICITÉ HORS RÉSEAU,Électrification rurale hors réseau,BECKET-PEULH,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1777,DÉFICITS D'EAU POUR ABREUVAGE DES ANIMAUX,Autre,BECKET-PEULH,5000000,p,N,Production animale,Alimentation
1552,Délimitation d'un couloir de passage des animaux,Autre,DIKOUMINI,5000000,p,N,Production animale,Aménagement
1565,Délimitation d'un couloir de passage pour les animaux,Autre,KPÉRINKPÉ,5000000,p,N,Production animale,Aménagement
1580,Délimitation d'un couloir de passage pour les animaux distant de 2km,Autre,DIPOLI,5000000,p,N,Production animale,Aménagement
1560,Délimitation d'un couloir de passage pour les animaux distant de 3km vers le togo,Autre,DIMANSOURI,5000000,p,N,Production animale,Aménagement
2726,Délimitation d'un couloir de passage sur le territoire de kamana,Autre,KAMANAN,5000000,p,N,Production animale,Aménagement
1521,"Délimitation et balisage des couloirs de passage des bœufs de: Pempenkou-Papatia-barrage Doh, Boukassarou-aire de pâturage de Bouérou",Autre,SAYAKROU – GAH,5000000,p,N,Production animale,Aménagement
2430,Délimitation et matérialisation d'un couloir de passage pour les animaux,Autre,BATAZI,5000000,p,N,Production animale,Aménagement
2432,Délimitation et matérialisation d'un couloir de passage pour les animaux,Autre,SAMTIMBARA,5000000,p,N,Production animale,Aménagement
2433,Délimitation et matérialisation d'une aire de vaccination,Autre,SAMTIMBARA,5000000,p,N,Production animale,Parc de vaccination
1497,Délimitation et sécurisation des couloirs de passage des animaux de: -rivière de Bouérou à kikissa- Fambérékou à la rivière de Bouérou,Autre,BOUÉROU,5000000,p,N,Production animale,Aménagement
2690,Délimitation et sécurisation des couloirs de passage des bœufs,Autre,GBÉROUGBASSI,5000000,p,N,Production animale,Aménagement
666,Délimitation et sécurisation du couloir de passage des bœufs plus cultures fourragère,Autre,BESSASSI-BÉA,5000000,p,N,Production animale,Aménagement
1492,Délimitation et sécurisation du couloir de passages des animaux dubarrage de somparerou Gah à Nan'kounninrou,Autre,SOMPARÉROU-GAH,5000000,p,N,Production animale,Aménagement
2423,Délimiter et matérialiser une aire de pâturage,Autre,GBESSARÈ,5000000,p,N,Production animale,Aménagement
2460,Des routes,Autre,DOGA DE GOUANDE,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1510,Dotation de lampadaires dans les quartiers périphériques de Péhunco ll,Éclairage public solaire,PÉHUNCO II,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2525,Dotation de mobiliers à l’EPP de kèwakè (60tables-bancs et 06tables de bureaux  des enseignants),Autre,OUKOUNSÉRIHOUN,5000000,p,N,Education,Table + bancs pour les écoles primaires
2277,Dotation d'une équipements pour la formalisation du lait en fromage,Autre,YARRA-PEULH,5000000,p,N,Production animale,Aménagement
2275,Dotation d'une équipements pour la transformation du lait en fromage,Autre,SÈKÈRÈ-PEULH,5000000,p,N,Production animale,Aménagement
2278,Dotation d'une machine de transformation des amandes en beurre,Autre,BÈRÈKÈ-GANDO,5000000,p,N,Transformation,Equipement
2282,Dotation d'une machine de transformation des amandes en beurre,Autre,TIMBOURÉ,5000000,p,N,Transformation,Equipement
2279,Dotation d'une machine de transformation du manioc en gari,Autre,BOUAY DE GAMIA,5000000,p,N,Transformation,Equipement
1932,Dotation et installation des lampadaires solaires,Éclairage public solaire,KOUGNANGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1494,éalisation de forages  Nan'kininrou et Ganrou,Autre,SOMPARÉROU-GAH,5000000,p,N,Accès à l'eau,Forage simple
2490,eau,Autre,MATALÈ,5000000,p,N,Accès à l'eau,Forage simple
2654,Eau,Autre,COTIAKOU,5000000,p,N,Accès à l'eau,Forage simple
2461,Eau,Autre,DOGA DE GOUANDE,5000000,p,N,Accès à l'eau,Forage simple
2467,Eau,Autre,DOGA DE GOUANDE,5000000,p,N,Accès à l'eau,Forage simple
2456,Eau,Autre,DOGA DE GOUANDE,5000000,p,N,Accès à l'eau,Forage simple
2493,Eau,Autre,NAGNANDÉ,5000000,p,N,Accès à l'eau,Forage simple
2494,Eau,Autre,KOUFORPISSIGA,5000000,p,N,Accès à l'eau,Forage simple
2495,Eau,Autre,SINDORI-TONI,5000000,p,N,Accès à l'eau,Forage simple
2496,Eau,Autre,TIARI,5000000,p,N,Accès à l'eau,Forage simple
2492,"Eau ,couloir  et magasin",Autre,KADIÉNI,5000000,p,N,Accès à l'eau,Forage simple
2339,Eau potable à l'EPP sawararou,Autre,SAWARAROU,5000000,p,N,Accès à l'eau,Forage simple
2541,"Éclairage des lieux publics : CEG Tapouota, EPP Koutagou...à base des lampadaires photovoltaïques",Autre,DITCHENDIA,5000000,p,N,Education,Salles de classes pour les collèges et lycées
2554,"Éclairage des lieux publics (EPP koudahongou, place rassemblement communautaire marché de nuit...) à base des lampadaires solaires photovoltaïques",Autre,KOUDAHONGOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2535,Éclairage des lieux publics par installation de lampadaire solaire,Éclairage public solaire,KOUTAGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1599,Éclairage des lieux publics par installation de lampadaire solaires,Éclairage public solaire,KOUKOUATCHIENGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2560,Éclairage des lieux publics par installation des lampadaires solaires,Éclairage public solaire,KOUMAGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2079,Éclairage du village en énergie photovoltaïque,Électrification rurale hors réseau,WAKITÈ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2074,Éclairage en photovoltaïque,Électrification rurale hors réseau,SONATÉ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2289,Éclairage public à travers l'acquisition et l'implantation de 14 lampadaires solaires,Éclairage public solaire,SANDILO,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2645,Éclairage publique par l’installation des lampadsolaires,Éclairage public solaire,TIGNINTI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2023,Éclairage publique solaire,Éclairage public solaire,TAMANDÉ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2016,Éclairage solaire,Éclairage public solaire,BIRNI-KANKOULKA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2035,Éclairage solaire,Éclairage public solaire,ANANDANA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
258,Éclairage solaire au profit de la communauté peulhs des différents hameaux de dengou,Éclairage public solaire,DINGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
256,Éclairage solaire dans les camps peulhs de bayakou,Éclairage public solaire,BAYAKOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
26,Éclairage solaire dans les places publiques,Éclairage public solaire,TASSIGOUROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2348,École,Autre,DAMAGOUROU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
270,École et mobilier,Autre,DABOGOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2666,Ecole marternelle,Autre,TOUKOUNTOUNA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2006,École maternelle,Autre,GANTIÉCO,5000000,p,N,Education,Module de deux (2) salles de classe pour les écoles maternelles
2468,Électricité,Éclairage public solaire,DOGA DE GOUANDE,5000000,p,N,Énergie et éclairage,Éclairage public solaire
916,Électricité,Éclairage public solaire,WOROU-TOKOROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2457,Électricité,Éclairage public solaire,DOGA DE GOUANDE,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2462,Électricité,Éclairage public solaire,DOGA DE GOUANDE,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2476,Électricité,Éclairage public solaire,GOUANDÉ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
106,Électrification,Éclairage public solaire,ADJÊDÈ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2334,Électrification,Éclairage public solaire,GOUNIN DE PARAKOU1,5000000,p,N,Énergie et éclairage,Éclairage public solaire
947,Électrification de 30 lampadaire solaires des hameaux de Gbékpanin koukouri et Dabo kperou,Éclairage public solaire,KINNOU-KPAROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1585,Électrification de la place publique,Éclairage public solaire,NATIÉNI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1687,Électrification de la voie principale de panneaux solaires photovoltaïques,Électrification rurale hors réseau,OULI,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1693,Électrification de la voie principale du village,Éclairage public solaire,KOUKPINTIEGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1683,Électrification de la voie principale du village des panneaux solaires photovoltaïques,Électrification rurale hors réseau,NIORO- KOLINA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1671,Électrification de l’école primaire publique de Taba de panneaux solaire photovoltaïque,Autre,TABA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
492,Électrification des hameaux du village de Gamia Est,Éclairage public solaire,GAMIA-EST,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1936,Électrification des pistes,Autre,KOUSSOUCOINGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1543,Électrification des vons,Éclairage public solaire,GNAMPOLI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2576,Électrification du marché,Autre,IKOUNGA,5000000,p,N,Infrastructure marchande,Hangar de marché
114,Électrification du village,Éclairage public solaire,MANKPASSI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1856,Électrification du village,Éclairage public solaire,N’ TCHIÉGA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
154,Électrification du village,Éclairage public solaire,ASSION,5000000,p,N,Énergie et éclairage,Éclairage public solaire
500,Électrification du village,Éclairage public solaire,GANRO,5000000,p,N,Énergie et éclairage,Éclairage public solaire
485,Électrification du village,Éclairage public solaire,BOURI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
482,Électrification du village,Éclairage public solaire,BAOURA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2213,Électrification du village à l’aide des lampadaires solaires,Éclairage public solaire,FOUNGA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
80,Électrification du village Alitokoum à base de lampadaire solaire,Éclairage public solaire,ALITOKOUM,5000000,p,N,Énergie et éclairage,Éclairage public solaire
62,Électrification du village à travers les lampadaire solaire,Éclairage public solaire,LANDA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2094,Électrification du village à travers l'installation des lampadaires solaire,Éclairage public solaire,ASSARADÈ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2701,Electrification du village à travers l'installation des l'ampadaires solaire dans le village,Éclairage public solaire,GOUFANROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2118,Électrification du village à travers l’installation des lampadaires solaires,Éclairage public solaire,KPÉLITÉ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2113,Électrification du village à travers l’installation des lampadaires solaires,Éclairage public solaire,KOUKOULOUNDA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2123,Électrification du village à travers l’installation des lampadaires solaires,Éclairage public solaire,KPÉLOUDÈ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1474,Électrification du village avec les lampadaires solaires,Éclairage public solaire,GANDOLOUKASSA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
939,Électrification du village de Boukoussera en 12 lampadaire solaires,Éclairage public solaire,BOUKOUSSÉRA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2511,Électrification du village de kèdékou,Éclairage public solaire,KÈDÉKOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
450,Électrification du village en énergie renouvelable,Éclairage public solaire,DANGOROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
962,Électrification du village en lampadaire,Éclairage public solaire,TAMAROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1100,Électrification du village en lampadaires solaires,Éclairage public solaire,ISSÉNÉ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1091,Électrification du village en panneaux solaires,Électrification rurale hors réseau,TONDI-BANDA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2501,Électrification du village (extension de la basse tension),Éclairage public solaire,GUILMARO-BOUNKOSSOROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
466,Électrification du village par les lampadaires photovoltaïques,Électrification rurale hors réseau,KPARO,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
95,Électrification en énergie photopholtaique,Éclairage public solaire,AKOUSSITÈ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1860,Électrification hors réseau,Électrification rurale hors réseau,GNANGOU,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1712,Électrification hors réseau,Électrification rurale hors réseau,SAKASSON-DITAMARI,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2632,Électrification hors réseau du village,Électrification rurale hors réseau,NODI,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1638,Électrification par l'énergie solaire photovoltaïque sur le lieu public du village,Électrification rurale hors réseau,KOUYA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1408,Électrification public du quartier,Éclairage public solaire,LIMAFRANI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2429,Électrification public du village,Éclairage public solaire,BATAZI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1432,Électrification public du village avec les lampadaire solaire,Éclairage public solaire,ZONZI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1422,Électrification public du villages,Éclairage public solaire,BOUMOUSSOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2147,Électrification Publique,Éclairage public solaire,AGBANDARÈ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1438,Electrification Publique du village à travers les lampadaires solaires,Éclairage public solaire,FONDO,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1458,Electrification publique du village avec lampadaires solaires,Éclairage public solaire,NIAMBARA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1454,Electrification publique du village avec lampadaires solaires,Éclairage public solaire,LOUGOU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1447,Electrification publique du village avec les lampadaires solaires,Éclairage public solaire,PIAMI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1442,Electrification publique du village avec paneaux solaires,Éclairage public solaire,KOROWI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2728,Électrification publique du village avec panneaux solaires,Électrification rurale hors réseau,KAMANAN,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
1404,Électrification publiques du village avec les lampadaires solaire,Éclairage public solaire,KPASSANA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1419,Électrification publiques du village avec les lampadaires solaire,Éclairage public solaire,MAFOUTA-WAASSARÈ,5000000,p,N,Énergie et éclairage,Éclairage public solaire
1412,Électrification publiques du village avec les lampadaires solaire,Éclairage public solaire,GUÉNÉ KOUZI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2058,Electrification rurale à base des lampadaire solaire,Éclairage public solaire,KADOLASSI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
